08/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,33,55,100,E - NE
09/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,32,55,100,E - NE
10/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,21,32,55,100,SE - E
11/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,21,31,60,100,SE - E
12/05/2022,Abel Figueiredo - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,32,60,100,SE - E
13/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,22,32,60,100,SE - E
14/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Declinio,22,30,60,100,E - NE
15/05/2022,Abel Figueiredo - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,31,60,100,E - NE
16/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Elevacao,22,33,50,100,E - NE
17/05/2022,Abel Figueiredo - PA,Poucas nuvens a parcialmente nublado,Elevacao,22,33,50,95,E - NE
18/05/2022,Abel Figueiredo - PA,Parcialmente nublado a nublado com pancadas de chuva a noite,Estavel,22,31,50,100,E - NE
19/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,22,31,50,100,E - NE
20/05/2022,Abel Figueiredo - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde,Estavel,23,33,55,95,E - NE
21/05/2022,Abel Figueiredo - PA,Parcialmente nublado a nublado com chuva pela manha,Estavel,23,33,55,95,E - NE
22/05/2022,Abel Figueiredo - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,31,60,95,E - NE
23/05/2022,Abel Figueiredo - PA,Parcialmente nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,24,31,60,95,E - NE
24/05/2022,Abel Figueiredo - PA,Parcialmente nublado com chuva a tarde e a noite,Estavel,24,32,60,95,E - NE
25/05/2022,Abel Figueiredo - PA,Parcialmente nublado com chuva a tarde e a noite,Estavel,24,32,60,95,E - NE
27/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a noite,Estavel,23,33,55,100,E - NE
28/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a noite,Estavel,23,33,55,100,E - NE
29/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,33,55,100,E - NE
30/05/2022,Abel Figueiredo - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,32,55,100,E - NE
31/05/2022,Abel Figueiredo - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde,Estavel,23,31,60,90,-
01/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,30,70,100,E - NE
02/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,30,70,100,E - NE
03/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,30,70,100,E - NE
04/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,30,70,100,E - NE
05/05/2022,Acara - PA,Parcialmente nublado a nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,60,100,E - NE
06/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,23,32,60,100,E - NE
08/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,32,55,100,E - NE
09/05/2022,Acara - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde e a noite,Estavel,23,32,55,100,E - NE
10/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,22,33,55,95,SE - E
11/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,23,32,60,95,SE - E
12/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde,Estavel,23,32,60,95,SE - E
13/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,32,60,95,SE - E
14/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,32,60,95,E - NE
15/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,32,60,95,E - NE
16/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,33,55,95,E - NE
17/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,33,55,95,E - NE
18/05/2022,Acara - PA,Poucas nuvens a encoberto com chuva e trovoadas a noite,Estavel,23,34,55,100,E - NE
19/05/2022,Acara - PA,Nublado a encoberto com pancadas de chuva e trovoadas a tarde e a noite,Declinio,23,32,55,100,E - NE
20/05/2022,Acara - PA,Encoberto a nublado com chuva e trovoadas pela manha e a tarde,Estavel,23,29,70,100,E - NE
21/05/2022,Acara - PA,Parcialmente nublado a nublado com chuva a tarde,Elevacao,23,31,70,95,E - NE
22/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,23,32,70,95,E - NE
23/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,24,32,70,95,E - NE
24/05/2022,Acara - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,33,70,100,E - NE
25/05/2022,Acara - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,24,33,70,100,E - NE
27/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas entre o final da tarde e o inicio da noite,Estavel,23,33,55,100,E - NE
28/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas entre o final da tarde e o inicio da noite,Estavel,23,33,55,100,E - NE
29/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,33,55,100,E - NE
30/05/2022,Acara - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,23,33,55,100,E - NE
31/05/2022,Acara - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e no inicio da noite,Estavel,23,31,65,95,-
01/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas a tarde,Estavel,24,32,45,95,NW - N
03/05/2022,Acrelandia - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,23,32,55,100,NW - NE
04/05/2022,Acrelandia - AC,Nublado a encoberto com chuva,Estavel,17,22,70,100,S - SE
05/05/2022,Acrelandia - AC,Parcialmente nublado a claro,Estavel,17,27,55,100,S - SE
06/05/2022,Acrelandia - AC,Claro a parcialmente nublado,Estavel,19,31,45,95,S - SE
07/05/2022,Acrelandia - AC,Claro a parcialmente nublado,Estavel,21,32,40,90,S - SE
08/05/2022,Acrelandia - AC,Claro a parcialmente nublado,Estavel,21,33,40,90,SE - NE
09/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,32,45,95,SE - NE
10/05/2022,Acrelandia - AC,Claro a parcialmente nublado com pancadas de chuva e trovoadas isoladas,Estavel,21,32,45,95,E - SE
11/05/2022,Acrelandia - AC,Nublado com pancadas de chuva e trovoadas,Estavel,22,30,60,100,E - SE
12/05/2022,Acrelandia - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,30,55,100,SE
13/05/2022,Acrelandia - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas,Estavel,22,31,55,100,SE - NE
14/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,33,50,95,NW - NE
15/05/2022,Acrelandia - AC,Parcialmente nublado a nublado com pancadas de chuva e trovoadas,Estavel,23,32,55,100,NW - NE
16/05/2022,Acrelandia - AC,Nublado a encoberto com pancadas de chuva e trovoadas,Estavel,21,25,65,100,SE - S
17/05/2022,Acrelandia - AC,Encoberto a nublado,Estavel,18,23,60,100,SE
18/05/2022,Acrelandia - AC,Claro,Declinio,17,23,50,95,SE
19/05/2022,Acrelandia - AC,Claro,Declinio,15,25,40,90,S - SE
20/05/2022,Acrelandia - AC,Claro,Elevacao,15,27,40,90,SE - E
21/05/2022,Acrelandia - AC,Claro a parcialmente nublado,Elevacao,17,29,40,90,NW - N
22/05/2022,Acrelandia - AC,Claro a parcialmente nublado,Elevacao,19,31,40,90,NW - NE
23/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Elevacao,20,32,45,95,N - NE
26/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,31,50,95,SE
27/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,31,50,95,SE - E
28/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,32,50,95,W - NW
29/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,33,50,95,NW - N
30/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,32,50,95,NW - N
31/05/2022,Acrelandia - AC,Claro a parcialmente nublado com possibilidade de chuva em areas isoladas,Estavel,22,33,50,95,NW - N
01/05/2022,Afua - PA,Nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,28,70,100,E - NE
02/05/2022,Afua - PA,Nublado a encoberto com chuva e trovoadas ao inicio da manha,Estavel,23,28,70,100,E - NE
03/05/2022,Afua - PA,Nublado a encoberto com chuva e trovoadas ao inicio da manha,Estavel,23,28,70,100,E - NE
04/05/2022,Afua - PA,Nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,28,70,100,E - NE
05/05/2022,Afua - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,24,31,60,100,E - NE
06/05/2022,Afua - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde e a noite,Estavel,24,32,55,100,E - NE
08/05/2022,Afua - PA,Poucas nuvens a nublado com chuva e trovoadas a tarde e a noite,Estavel,24,32,55,100,E - NE
09/05/2022,Afua - PA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Estavel,24,32,60,100,E - NE
10/05/2022,Afua - PA,Parcialmente nublado a encoberto com chuva a qualquer hora do dia,Estavel,23,30,75,100,E - NE
11/05/2022,Afua - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e a noite,Elevacao,23,32,65,100,E - NE
12/05/2022,Afua - PA,Parcialmente nublado a encoberto com chuva a qualquer hora do dia,Declinio,24,30,75,100,E - NE
13/05/2022,Afua - PA,Parcialmente nublado a nublado com chuva a qualquer hora do dia,Estavel,23,32,70,100,E - NE
14/05/2022,Afua - PA,Nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Declinio,23,30,75,100,E - NE
15/05/2022,Afua - PA,Nublado a encoberto com chuva a qualquer hora do dia,Estavel,23,31,75,100,E - NE
16/05/2022,Afua - PA,Parcialmente nublado a encoberto com chuva a tarde e a noite,Estavel,23,32,65,100,E - NE
17/05/2022,Afua - PA,Parcialmente nublado a encoberto com chuva a tarde e a noite,Estavel,23,32,65,100,E - NE
18/05/2022,Afua - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,23,31,70,95,E - NE
19/05/2022,Afua - PA,Nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,70,100,E - NE
20/05/2022,Afua - PA,Nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,70,100,E - NE
21/05/2022,Afua - PA,Parcialmente nublado a nublado com chuva em areas isoladas a tarde e a noite,Elevacao,23,31,70,95,E - NE
22/05/2022,Afua - PA,Nublado a encoberto com pancadas de chuva e trovoadas isoladas a qualquer hora do dia,Estavel,23,29,70,100,E - NE
23/05/2022,Afua - PA,Nublado a encoberto com chuva e trovoadas a noite,Estavel,23,30,70,100,E - NE
24/05/2022,Afua - PA,Nublado a encoberto com pancadas de chuva e trovoadas ao inicio da manha,Estavel,23,30,70,100,E - NE
25/05/2022,Afua - PA,Nublado a encoberto com pancadas de chuva e trovoadas ao inicio da manha,Estavel,23,30,70,100,E - NE
27/05/2022,Afua - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a noite,Estavel,22,33,60,100,E - NE
28/05/2022,Afua - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,22,33,60,100,E - NE
29/05/2022,Afua - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,22,33,60,100,E - NE
30/05/2022,Afua - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e no inicio da noite,Estavel,22,32,60,100,E - NE
31/05/2022,Afua - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas entre o final da tarde e o inicio da noite,Estavel,23,31,65,95,-
01/05/2022,Agua Azul do Norte - PA,Poucas nuvens a nublado com pancadas de chuva a tarde e a noite,Estavel,22,32,55,95,E - NE
02/05/2022,Agua Azul do Norte - PA,Poucas nuvens a parcialmente nublado com chuva em areas isoladas a tarde e a noite,Estavel,22,32,55,100,E - NE
03/05/2022,Agua Azul do Norte - PA,Poucas nuvens a parcialmente nublado com chuva em areas isoladas a tarde e a noite,Estavel,22,32,55,100,E - NE
04/05/2022,Agua Azul do Norte - PA,Poucas nuvens a parcialmente nublado com chuva em areas isoladas a tarde,Estavel,22,32,55,95,E - NE
05/05/2022,Agua Azul do Norte - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,21,33,55,95,E - NE
06/05/2022,Agua Azul do Norte - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,21,34,55,95,E - NE
08/05/2022,Agua Azul do Norte - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,21,34,55,95,E - NE
09/05/2022,Agua Azul do Norte - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Estavel,21,34,55,95,E - NE
10/05/2022,Agua Azul do Norte - PA,Claro a nublado,Estavel,21,33,50,95,SE - E
11/05/2022,Agua Azul do Norte - PA,Claro a parcialmente nublado,Estavel,21,33,45,95,SE - E
12/05/2022,Agua Azul do Norte - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,22,33,50,95,SE - E
13/05/2022,Agua Azul do Norte - PA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,22,32,50,95,SE - E
14/05/2022,Agua Azul do Norte - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Declinio,22,30,65,100,E - NE
15/05/2022,Agua Azul do Norte - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,22,31,60,100,E - NE
16/05/2022,Agua Azul do Norte - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a tarde e a noite,Estavel,22,32,50,95,E - NE
17/05/2022,Agua Azul do Norte - PA,Poucas nuvens a parcialmente nublado,Estavel,22,32,50,95,E - NE
18/05/2022,Agua Azul do Norte - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde,Estavel,22,31,50,100,E - NE
19/05/2022,Agua Azul do Norte - PA,Poucas nuvens a claro,Estavel,22,32,50,90,E - NE
20/05/2022,Agua Azul do Norte - PA,Poucas nuvens a claro,Estavel,22,29,50,90,E - NE
21/05/2022,Agua Azul do Norte - PA,Poucas nuvens a claro,Estavel,18,30,40,90,E - NE
22/05/2022,Agua Azul do Norte - PA,Claro a poucas nuvens,Estavel,21,33,50,90,E - NE
23/05/2022,Agua Azul do Norte - PA,Claro a poucas nuvens,Estavel,21,34,50,90,E - NE
24/05/2022,Agua Azul do Norte - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,21,33,50,95,E - NE
25/05/2022,Agua Azul do Norte - PA,Parcialmente nublado a nublado com chuva a tarde e a noite,Estavel,21,33,50,95,E - NE
27/05/2022,Agua Azul do Norte - PA,Claro a parcialmente nublado,Estavel,19,32,40,95,SE - E
28/05/2022,Agua Azul do Norte - PA,Claro a parcialmente nublado,Estavel,19,32,40,95,SE - E
29/05/2022,Agua Azul do Norte - PA,Poucas nuvens a nublado,Estavel,19,32,45,95,SE - E
30/05/2022,Agua Azul do Norte - PA,Claro a parcialmente nublado,Estavel,22,32,45,95,SE - E
31/05/2022,Agua Azul do Norte - PA,Poucas nuvens a parcialmente nublado com pancadas de chuva isoladas a tarde,Estavel,23,31,60,90,-
03/05/2022,Alcantara - MA,Parcialmente nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,31,70,100,SE - E
04/05/2022,Alcantara - MA,Encoberto a nublado com chuva a qualquer hora do dia,Estavel,23,30,75,100,SE - E
05/05/2022,Alcantara - MA,Nublado a encoberto com chuva a qualquer hora do dia,Estavel,23,30,75,100,SE - E
06/05/2022,Alcantara - MA,Encoberto a nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,28,85,100,SE - E
07/05/2022,Alcantara - MA,Parcialmente nublado a encoberto com chuva e trovoadas a tarde e a noite,Elevacao,24,31,75,100,SE - E
08/05/2022,Alcantara - MA,Parcialmente nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,23,31,75,100,SE - E
09/05/2022,Alcantara - MA,Parcialmente nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,24,31,75,100,SE - E
10/05/2022,Alcantara - MA,Parcialmente nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,24,31,75,100,SE - E
11/05/2022,Alcantara - MA,Parcialmente nublado a encoberto com chuva e trovoadas pela manha,Estavel,24,30,75,100,SE - E
12/05/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas isoladas a qualquer hora do dia,Estavel,24,31,75,95,SE - E
13/05/2022,Alcantara - MA,Nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,24,30,75,100,SE - E
14/05/2022,Alcantara - MA,Nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,24,30,75,100,SE - E
15/05/2022,Alcantara - MA,Nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,24,30,75,100,SE - E
16/05/2022,Alcantara - MA,Nublado a encoberto com chuva e trovoadas a tarde e a noite,Estavel,24,30,75,100,SE - E
17/05/2022,Alcantara - MA,Parcialmente nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,24,30,70,95,SE - E
18/05/2022,Alcantara - MA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Estavel,26,32,55,95,SE - E
19/05/2022,Alcantara - MA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Declinio,24,29,65,100,NE - E
20/05/2022,Alcantara - MA,Parcialmente nublado a encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,65,100,NE - E
21/05/2022,Alcantara - MA,Poucas nuvens a nublado com pancadas de chuva e trovoadas a tarde,Elevacao,26,31,55,95,SE - E
22/05/2022,Alcantara - MA,Parcialmente nublado a nublado com chuva e trovoadas a tarde e a noite,Elevacao,25,31,65,100,NE - E
23/05/2022,Alcantara - MA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,24,30,65,100,NE - E
31/05/2022,Alcantara - MA,Parcialmente nublado a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,25,30,70,100,SE - E
01/05/2022,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,30,70,100,E - NE
02/05/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,23,30,70,100,E - NE
03/05/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,23,30,70,100,E - NE
04/05/2022,Alenquer - PA,Encoberto com chuva e trovoadas a qualquer hora do dia,Estavel,23,29,70,100,E - NE
05/05/2022,Alenquer - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Estavel,23,30,65,100,NE - SE
06/05/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva e trovoadas isoladas a tarde,Elevacao,23,32,60,100,NE - SE
08/05/2022,Alenquer - PA,Nublado a parcialmente nublado com chuva e trovoadas a qualquer hora do dia,Declinio,23,29,70,100,NE - SE
09/05/2022,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a qualquer hora do dia,Estavel,23,29,70,100,NE - SE
10/05/2022,Alenquer - PA,Parcialmente nublado a nublado com pancadas de chuva e trovoadas a tarde e a noite,Estavel,23,32,60,95,SE - NE
11/05/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,32,55,95,SE - NE
12/05/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,32,55,95,SE - NE
13/05/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,32,55,95,SE - NE
14/05/2022,Alenquer - PA,Poucas nuvens a nublado com pancadas de chuva isoladas a tarde e a noite,Estavel,23,32,55,95,E - NE
15/05/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva em areas isoladas a qualquer hora do dia,Estavel,24,32,60,95,E - NE
16/05/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva em areas isoladas a noite,Estavel,23,32,55,95,E - NE
17/05/2022,Alenquer - PA,Parcialmente nublado a nublado com chuva em areas isoladas a noite,Estavel,23,32,55,95,E - NE
18/05/2022,Alenquer - PA,Parcialmente nublado a encoberto com pancadas de chuva e trovoadas a tarde e a noite,Estavel,22,33,55,100,E - NE
